patent_id,title,abstract,text
2014-0137365,SURFACE TREATING APPLIANCE,"An upright vacuum cleaning appliance includes a main body having a user operable handle, separating apparatus for separating dirt from a dirt-bearing air flow and a casing housing a fan unit for drawing the air flow through the separating apparatus. A support assembly is connected to the main body for allowing the appliance to be rolled along a surface using the handle. The support assembly includes a pair of domed-shaped wheels which each have a substantially circular rim. The overall size of the appliance is reduced by locating the casing between the wheels, and providing an air duct which extends between the rims of the wheels to convey the air flow from the separating apparatus to the casing.","SURFACE TREATING APPLIANCE An upright vacuum cleaning appliance includes a main body having a user operable handle, separating apparatus for separating dirt from a dirt-bearing air flow and a casing housing a fan unit for drawing the air flow through the separating apparatus. A support assembly is connected to the main body for allowing the appliance to be rolled along a surface using the handle. The support assembly includes a pair of domed-shaped wheels which each have a substantially circular rim. The overall size of the appliance is reduced by locating the casing between the wheels, and providing an air duct which extends between the rims of the wheels to convey the air flow from the separating apparatus to the casing."
2014-0137366,CLEANER HEAD FOR A CLEANING APPLIANCE,"A cleaner head comprising a main body rotatably coupled to a neck, and a locking arrangement operable to permit rotation of the main body relative to the neck when the cleaner head is positioned on a surface and to prevent rotation of the body relative to the next when the cleaner head is lifted off a surface. The locking arrangement therefore stops the cleaner head from rotating undesirably when the cleaner head is lifted away from a cleaning surface.","CLEANER HEAD FOR A CLEANING APPLIANCE A cleaner head comprising a main body rotatably coupled to a neck, and a locking arrangement operable to permit rotation of the main body relative to the neck when the cleaner head is positioned on a surface and to prevent rotation of the body relative to the next when the cleaner head is lifted off a surface. The locking arrangement therefore stops the cleaner head from rotating undesirably when the cleaner head is lifted away from a cleaning surface."
2014-0137422,HAND DRYER,"The invention relates to a hand dryer for drying a user's hands by means of an airflow discharged through an air outlet on the hand dryer. The airflow is generated by a motor-driven fan unit. The hand dryer comprises a plurality of air intakes, the air intakes being connected to the fan unit to form a plurality of parallel air-intake paths. Each air intake path is provided with a separate air-filter. The air-filters may be replaceable for individual replacement as required.","HAND DRYER The invention relates to a hand dryer for drying a user's hands by means of an airflow discharged through an air outlet on the hand dryer. The airflow is generated by a motor-driven fan unit. The hand dryer comprises a plurality of air intakes, the air intakes being connected to the fan unit to form a plurality of parallel air-intake paths. Each air intake path is provided with a separate air-filter. The air-filters may be replaceable for individual replacement as required."
2014-0141710,HAND DRYER,"The present invention relates to a hand dryer for drying a user's hands by means of an airflow discharged through an air outlet on the hand dryer. The airflow is generated by a motor-driven fan unit, the airflow exiting the fan unit through a fan outlet on the fan unit. The fan unit is mounted to a fixed part of the hand dryer by means of an inflatable mount secured to the fixed part. The mount incorporates at least one inflatable duct connecting the fan outlet to the air outlet, which inflatable duct is, in use, inflated by the airflow passing from the fan outlet to the air outlet to provide pneumatic support for the fan unit.","HAND DRYER The present invention relates to a hand dryer for drying a user's hands by means of an airflow discharged through an air outlet on the hand dryer. The airflow is generated by a motor-driven fan unit, the airflow exiting the fan unit through a fan outlet on the fan unit. The fan unit is mounted to a fixed part of the hand dryer by means of an inflatable mount secured to the fixed part. The mount incorporates at least one inflatable duct connecting the fan outlet to the air outlet, which inflatable duct is, in use, inflated by the airflow passing from the fan outlet to the air outlet to provide pneumatic support for the fan unit."
2014-0130250,FIXTURE FOR A SINK,"A fixture for a sink—for example provided in a commercial washroom or the like—incorporating a water tap and a hand dryer. The water tap comprises a spout arranged to project over the basin of the sink. The hand dryer comprises: an opposing pair of left-hand nozzles mounted on the spout for directing air onto the front and back of a user's left hand as it is passed—with palm open—in between the opposing nozzles, and an opposing pair of right-hand nozzles mounted on the spout for directing air onto the front and back of a user's right hand as it is passed—with palm open—in between the nozzles.","FIXTURE FOR A SINK A fixture for a sink—for example provided in a commercial washroom or the like—incorporating a water tap and a hand dryer. The water tap comprises a spout arranged to project over the basin of the sink. The hand dryer comprises: an opposing pair of left-hand nozzles mounted on the spout for directing air onto the front and back of a user's left hand as it is passed—with palm open—in between the opposing nozzles, and an opposing pair of right-hand nozzles mounted on the spout for directing air onto the front and back of a user's right hand as it is passed—with palm open—in between the nozzles."
2014-0115818,SWITCHING MECHANISM,"A switching mechanism for a vacuum cleaner having a vacuum generator and an agitator, comprising a vacuum generator switch, an agitator switch, and a coupler for coupling the agitator switch with the vacuum generator switch such that switching of the vacuum generator switch switches the agitator switch. The switching mechanism is configured such that, switching of at least one of the agitator switch and the vacuum generator switch uncouples the agitator switch from the vacuum generator switch. The switching mechanism is further configured such that, when the vacuum generator switch and the agitator switch are uncoupled from each other and the agitator switch is in its open state, switching of the vacuum generator switch from its closed state to its open state couples the agitator switch with the vacuum generator switch.","SWITCHING MECHANISM A switching mechanism for a vacuum cleaner having a vacuum generator and an agitator, comprising a vacuum generator switch, an agitator switch, and a coupler for coupling the agitator switch with the vacuum generator switch such that switching of the vacuum generator switch switches the agitator switch. The switching mechanism is configured such that, switching of at least one of the agitator switch and the vacuum generator switch uncouples the agitator switch from the vacuum generator switch. The switching mechanism is further configured such that, when the vacuum generator switch and the agitator switch are uncoupled from each other and the agitator switch is in its open state, switching of the vacuum generator switch from its closed state to its open state couples the agitator switch with the vacuum generator switch."
2014-0101888,CANISTER VACUUM CLEANER,"A canister vacuum cleaner that includes a main body to which a hose is attached. The main body includes a chassis, a dirt separator carried by the chassis, and an inlet assembly for carrying fluid from the hose to the dirt separator. The dirt separator includes an inlet located in a base of the dirt separator. The inlet assembly includes a spigot fixed to the chassis and a hose coupling rotatably attached to the spigot. The hose is then attached to the hose coupling, and the spigot projects into the inlet such that the spigot both supports and carries fluid to the dirt separator.","CANISTER VACUUM CLEANER A canister vacuum cleaner that includes a main body to which a hose is attached. The main body includes a chassis, a dirt separator carried by the chassis, and an inlet assembly for carrying fluid from the hose to the dirt separator. The dirt separator includes an inlet located in a base of the dirt separator. The inlet assembly includes a spigot fixed to the chassis and a hose coupling rotatably attached to the spigot. The hose is then attached to the hose coupling, and the spigot projects into the inlet such that the spigot both supports and carries fluid to the dirt separator."
2014-0097323,VIBRATION ISOLATION MOUNT FOR AN ELECTRIC MOTOR,"A mount for an electric motor that is formed of an elastomeric material and includes a sleeve around which ribs are formed. The ribs include first ribs and second ribs, and the first ribs project further from the sleeve and are more compliant than the second ribs.","VIBRATION ISOLATION MOUNT FOR AN ELECTRIC MOTOR A mount for an electric motor that is formed of an elastomeric material and includes a sleeve around which ribs are formed. The ribs include first ribs and second ribs, and the first ribs project further from the sleeve and are more compliant than the second ribs."
2014-0090563,CYCLONIC SEPARATOR,"A cyclonic separator for a vacuum cleaner that includes a cyclone stage, a chamber and a silencer. The chamber has a plurality of ports through which fluid from the cyclone stage enters the chamber. The silencer is located in the chamber and includes a plurality of baffles. Fluid entering the chamber through the ports collides with the baffles, which act to reduce noise.","CYCLONIC SEPARATOR A cyclonic separator for a vacuum cleaner that includes a cyclone stage, a chamber and a silencer. The chamber has a plurality of ports through which fluid from the cyclone stage enters the chamber. The silencer is located in the chamber and includes a plurality of baffles. Fluid entering the chamber through the ports collides with the baffles, which act to reduce noise."
2014-0084492,FAN ASSEMBLY,A fan assembly includes a body housing an impeller and motor for driving to the impeller to generate an air flow. A nozzle is mounted on the body for emitting the air flow. The nozzle defines an opening through which air from outside the fan assembly is drawn by the air emitted from the nozzle. A nozzle retaining mechanism is provided for releasably retaining the nozzle on the body. The mechanism is moveable from a first configuration in which the nozzle is retained on the body to a second configuration in which the nozzle is released for removal from the body. The mechanism includes a depressible member for effecting movement of the mechanism from the first configuration to the second configuration.,FAN ASSEMBLY A fan assembly includes a body housing an impeller and motor for driving to the impeller to generate an air flow. A nozzle is mounted on the body for emitting the air flow. The nozzle defines an opening through which air from outside the fan assembly is drawn by the air emitted from the nozzle. A nozzle retaining mechanism is provided for releasably retaining the nozzle on the body. The mechanism is moveable from a first configuration in which the nozzle is retained on the body to a second configuration in which the nozzle is released for removal from the body. The mechanism includes a depressible member for effecting movement of the mechanism from the first configuration to the second configuration.
2014-0075715,CLEANING APPLIANCE,"A cleaning appliance of the canister type, including a separating apparatus for separating dirt from a dirt-bearing fluid flow, a support for supporting the separating apparatus on the appliance, a duct having a fluid inlet for receiving the fluid flow from a fluid outlet of the separating apparatus, and a handle connected to the duct. The duct is pivotable between a raised position in which the separating apparatus can be removed from the appliance and a lowered position in which the duct is connected to the separating apparatus. The handle may be used for moving the duct between the first and second positions and for carrying the appliance.","CLEANING APPLIANCE A cleaning appliance of the canister type, including a separating apparatus for separating dirt from a dirt-bearing fluid flow, a support for supporting the separating apparatus on the appliance, a duct having a fluid inlet for receiving the fluid flow from a fluid outlet of the separating apparatus, and a handle connected to the duct. The duct is pivotable between a raised position in which the separating apparatus can be removed from the appliance and a lowered position in which the duct is connected to the separating apparatus. The handle may be used for moving the duct between the first and second positions and for carrying the appliance."
2014-0077398,HUMIDIFYING APPARATUS,"Humidifying apparatus includes a base housing an impeller and a motor for driving the impeller to generate a first air flow. A nozzle includes an interior passage for receiving the first air flow and an air outlet for emitting the first air flow. The nozzle defines an opening through which air from outside the apparatus is drawn by air emitted from the air outlet. The apparatus is configured to humidify a second air flow, which is emitted from a plurality of second air outlets. The second air flow is humidified with water supplied from a water tank mounted on the base. The water tank has an upwardly curved upper surface. The nozzle is mounted on the apparatus so that the upper surface of the water tank at least partially covers a lower section of an external surface of the nozzle.","HUMIDIFYING APPARATUS Humidifying apparatus includes a base housing an impeller and a motor for driving the impeller to generate a first air flow. A nozzle includes an interior passage for receiving the first air flow and an air outlet for emitting the first air flow. The nozzle defines an opening through which air from outside the apparatus is drawn by air emitted from the air outlet. The apparatus is configured to humidify a second air flow, which is emitted from a plurality of second air outlets. The second air flow is humidified with water supplied from a water tank mounted on the base. The water tank has an upwardly curved upper surface. The nozzle is mounted on the apparatus so that the upper surface of the water tank at least partially covers a lower section of an external surface of the nozzle."
2014-0079566,FAN,"A fan assembly for creating an air current includes a bladeless fan assembly including a nozzle and a device for creating an air flow through the nozzle. The nozzle includes an interior passage and a mouth receiving the air flow from the interior passage. A Coanda surface located adjacent the mouth and over which the mouth is arranged to direct the air flow. The fan provides an arrangement producing an air current and a flow of cooling air created without requiring a bladed fan, that is, the air flow is created by a bladeless fan.","FAN A fan assembly for creating an air current includes a bladeless fan assembly including a nozzle and a device for creating an air flow through the nozzle. The nozzle includes an interior passage and a mouth receiving the air flow from the interior passage. A Coanda surface located adjacent the mouth and over which the mouth is arranged to direct the air flow. The fan provides an arrangement producing an air current and a flow of cooling air created without requiring a bladed fan, that is, the air flow is created by a bladeless fan."
2014-0068890,CLEANING APPLIANCE,"A cleaning appliance of the canister type includes separating apparatus for separating dirt from a dirt-bearing fluid flow, a floor engaging rolling assembly, and a steering mechanism for steering the cleaning appliance as it is manoeuvred over a floor surface and for pivoting the separating apparatus relative to the rolling assembly.","CLEANING APPLIANCE A cleaning appliance of the canister type includes separating apparatus for separating dirt from a dirt-bearing fluid flow, a floor engaging rolling assembly, and a steering mechanism for steering the cleaning appliance as it is manoeuvred over a floor surface and for pivoting the separating apparatus relative to the rolling assembly."
2014-0053332,NOZZLE ASSEMBLY FOR A FAUCET OR TAP,"A nozzle assembly for a tap, or faucet, including a first nozzle and a second nozzle arranged side by side. The second nozzle has a flared discharge end which flares outwardly in front of the discharge end of the first nozzle so that the two discharge ends overlap. The nozzle assembly may be incorporated as a self-contained nozzle unit for fitting to a faucet. The nozzle assembly is particularly suitable for faucets designed to dispense water and foam soap separately over the basin of a sink.","NOZZLE ASSEMBLY FOR A FAUCET OR TAP A nozzle assembly for a tap, or faucet, including a first nozzle and a second nozzle arranged side by side. The second nozzle has a flared discharge end which flares outwardly in front of the discharge end of the first nozzle so that the two discharge ends overlap. The nozzle assembly may be incorporated as a self-contained nozzle unit for fitting to a faucet. The nozzle assembly is particularly suitable for faucets designed to dispense water and foam soap separately over the basin of a sink."
2014-0053365,CYCLONIC SEPARATOR,"A cyclonic separator comprising a first cyclone stage, a second cyclone stage and an inlet duct. The first cyclone stage comprises a cyclone chamber and a first dirt collection chamber. The second cyclone stage is located downstream of the first cyclone stage and comprises a second dirt collection chamber. The inlet duct carries fluid from an opening in the base of the cyclonic separator to the cyclone chamber, and the first dirt collection chamber surrounds at least partly the inlet duct and the second dirt collection chamber.","CYCLONIC SEPARATOR A cyclonic separator comprising a first cyclone stage, a second cyclone stage and an inlet duct. The first cyclone stage comprises a cyclone chamber and a first dirt collection chamber. The second cyclone stage is located downstream of the first cyclone stage and comprises a second dirt collection chamber. The inlet duct carries fluid from an opening in the base of the cyclonic separator to the cyclone chamber, and the first dirt collection chamber surrounds at least partly the inlet duct and the second dirt collection chamber."
2014-0053368,CYCLONIC SEPARATOR,"A cyclonic separator comprising a first cyclone stage, a second cyclone stage, an inlet duct, and an outlet duct. The first cyclone stage comprises a first dirt collection chamber. The second cyclone stage is located downstream of the first cyclone stage and comprises a second dirt collection chamber. The inlet duct carries fluid to the first cyclone stage, and the outlet duct carries fluid from the second cyclone stage. The first dirt collection chamber then surrounds at least partly the inlet duct and the outlet duct.","CYCLONIC SEPARATOR A cyclonic separator comprising a first cyclone stage, a second cyclone stage, an inlet duct, and an outlet duct. The first cyclone stage comprises a first dirt collection chamber. The second cyclone stage is located downstream of the first cyclone stage and comprises a second dirt collection chamber. The inlet duct carries fluid to the first cyclone stage, and the outlet duct carries fluid from the second cyclone stage. The first dirt collection chamber then surrounds at least partly the inlet duct and the outlet duct."
2014-0047667,CYCLONIC SEPARATOR,"A cyclonic separator comprising a ring of cyclone bodies and an outlet duct through which cleansed fluid is discharged from the cyclonic separator, wherein the outlet duct extends between two adjacent cyclone bodies.","CYCLONIC SEPARATOR A cyclonic separator comprising a ring of cyclone bodies and an outlet duct through which cleansed fluid is discharged from the cyclonic separator, wherein the outlet duct extends between two adjacent cyclone bodies."
2014-0047668,CYCLONIC SEPARATOR,"A cyclonic separator comprising a cyclone chamber defined between an outer wall and a shroud. The shroud comprises an inlet opening through which fluid enters the cyclone chamber, and a plurality of perforations through which fluid exits the cyclone chamber. Fluid within the cyclone chamber is then free to spiral about the shroud and over the inlet opening.","CYCLONIC SEPARATOR A cyclonic separator comprising a cyclone chamber defined between an outer wall and a shroud. The shroud comprises an inlet opening through which fluid enters the cyclone chamber, and a plurality of perforations through which fluid exits the cyclone chamber. Fluid within the cyclone chamber is then free to spiral about the shroud and over the inlet opening."
2014-0041136,CLEANER HEAD,"A cleaner head that includes an agitator and a drive assembly for driving the agitator. The drive assembly includes a dog for transmitting torque to the agitator. One of the dog and the agitator includes a shank having a screw thread, and the other of the dog and the agitator includes a bore having a complementary screw thread. The shank projects into the bore and the two threads mate such that, as the dog rotates, the agitator screws on to and tightens against the dog.","CLEANER HEAD A cleaner head that includes an agitator and a drive assembly for driving the agitator. The drive assembly includes a dog for transmitting torque to the agitator. One of the dog and the agitator includes a shank having a screw thread, and the other of the dog and the agitator includes a bore having a complementary screw thread. The shank projects into the bore and the two threads mate such that, as the dog rotates, the agitator screws on to and tightens against the dog."
2014-0041151,CLEANING APPLIANCE,"A cleaning appliance comprises a cyclonic separating apparatus for separating dust from an airflow, the cyclonic separating apparatus having at least one cyclone, a support structure housing a motor and fan assembly for creating an airflow through the separating apparatus, the cyclonic separating apparatus comprising a duct which directs air from the at least one cyclone towards the support structure, the support structure or duct comprising at least one mesh screen through which air from the cyclonic separating apparatus must pass before reaching the motor and fan assembly.","CLEANING APPLIANCE A cleaning appliance comprises a cyclonic separating apparatus for separating dust from an airflow, the cyclonic separating apparatus having at least one cyclone, a support structure housing a motor and fan assembly for creating an airflow through the separating apparatus, the cyclonic separating apparatus comprising a duct which directs air from the at least one cyclone towards the support structure, the support structure or duct comprising at least one mesh screen through which air from the cyclonic separating apparatus must pass before reaching the motor and fan assembly."
2014-0041152,CLEANER HEAD FOR A VACUUM CLEANER,"A cleaner head that includes a suction inlet for admitting a first airflow, a turbine inlet for admitting a second airflow, an outlet for discharging the first airflow and the second airflow and an agitator and its drive assembly. A first airflow path then carries the first airflow from the suction inlet to the outlet, and a second airflow path carries the second airflow from the turbine inlet to the outlet. The drive assembly includes a turbine that is driven by the second airflow. A baffle is located in the second airflow path and is movable between an open position in which the second airflow path is unrestricted and a closed position in which the second airflow path is restricted. The baffle is biased in the open position and moves to the closed position when the dynamic pressure of the second airflow at the baffle exceeds a threshold.","CLEANER HEAD FOR A VACUUM CLEANER A cleaner head that includes a suction inlet for admitting a first airflow, a turbine inlet for admitting a second airflow, an outlet for discharging the first airflow and the second airflow and an agitator and its drive assembly. A first airflow path then carries the first airflow from the suction inlet to the outlet, and a second airflow path carries the second airflow from the turbine inlet to the outlet. The drive assembly includes a turbine that is driven by the second airflow. A baffle is located in the second airflow path and is movable between an open position in which the second airflow path is unrestricted and a closed position in which the second airflow path is restricted. The baffle is biased in the open position and moves to the closed position when the dynamic pressure of the second airflow at the baffle exceeds a threshold."
2014-0033468,FLOOR TOOL FOR A VACUUM CLEANING APPLIANCE,"A floor tool for a vacuum cleaning appliance comprising a support member adapted to support a cleaning element and at least one suction nozzle in communication with a conduit that is attachable to a vacuum cleaning appliance, wherein a neck for controlling the floor tool is coupled to the support member and wherein the at least one suction nozzle is configured to float relative to the neck.","FLOOR TOOL FOR A VACUUM CLEANING APPLIANCE A floor tool for a vacuum cleaning appliance comprising a support member adapted to support a cleaning element and at least one suction nozzle in communication with a conduit that is attachable to a vacuum cleaning appliance, wherein a neck for controlling the floor tool is coupled to the support member and wherein the at least one suction nozzle is configured to float relative to the neck."
2014-0033469,FLOOR TOOL FOR A VACUUM CLEANING APPLIANCE,"A floor tool, suitable for a vacuum cleaning appliance, comprises a support member adapted to support a cleaning element and at least one suction nozzle adjacent the support member, wherein the support member includes a carrier pate and a floor engaging pad that are releasably held together by a clamping arrangement so that edges of a cleaning element can be clamped between the carrier plate and the floor pad.","FLOOR TOOL FOR A VACUUM CLEANING APPLIANCE A floor tool, suitable for a vacuum cleaning appliance, comprises a support member adapted to support a cleaning element and at least one suction nozzle adjacent the support member, wherein the support member includes a carrier pate and a floor engaging pad that are releasably held together by a clamping arrangement so that edges of a cleaning element can be clamped between the carrier plate and the floor pad."
2014-0033470,FLOOR TOOL FOR A VACUUM CLEANING APPLIANCE,"A floor tool for a vacuum cleaning appliance comprising a support member adapted to support a cleaning element and at least one suction nozzle in communication with a conduit, wherein the support member comprises a removable pad which is detachable from the support member. The support member includes a rolling arrangement that is engageable with a floor surface when the removable pad is disengaged from the support plate, thereby allowing the floor tool to be used in a ‘suction-only’ mode of operation or a ""suction-and-wipe"" mode of operation.","FLOOR TOOL FOR A VACUUM CLEANING APPLIANCE A floor tool for a vacuum cleaning appliance comprising a support member adapted to support a cleaning element and at least one suction nozzle in communication with a conduit, wherein the support member comprises a removable pad which is detachable from the support member. The support member includes a rolling arrangement that is engageable with a floor surface when the removable pad is disengaged from the support plate, thereby allowing the floor tool to be used in a ‘suction-only’ mode of operation or a ""suction-and-wipe"" mode of operation."
2014-0033471,FLOOR TOOL FOR A VACUUM CLEANING APPLIANCE,"A floor tool for a vacuum cleaning appliance comprising a body including a suction nozzle, a neck coupled to the body so as to pivot relative to it about an axis ‘A’, wherein the neck includes a base portion that defines a rail formation located at least partially about its circumference and the body includes a runner formation that is engaged with a discrete part of the rail formation, the rail formation being slidable relative to the runner formation thereby coupling the base portion to the body but permitting the base portion to pivot relative to the body.","FLOOR TOOL FOR A VACUUM CLEANING APPLIANCE A floor tool for a vacuum cleaning appliance comprising a body including a suction nozzle, a neck coupled to the body so as to pivot relative to it about an axis ‘A’, wherein the neck includes a base portion that defines a rail formation located at least partially about its circumference and the body includes a runner formation that is engaged with a discrete part of the rail formation, the rail formation being slidable relative to the runner formation thereby coupling the base portion to the body but permitting the base portion to pivot relative to the body."
2014-0033472,FLOOR TOOL FOR A VACUUM CLEANING APPLIANCE,"A floor tool for a vacuum cleaning appliance comprising a support member for supporting a cleaning element and at least one suction nozzle in communication with a conduit, wherein the conduit includes one or more plug elements that are engageable with respective sockets provided in the conduits, the plugs being removable from the sockets to provide access to the interior of the conduit. The invention therefore provides a floor tool combining suction and wipe cleaning facilities with improved maintainability for the user.","FLOOR TOOL FOR A VACUUM CLEANING APPLIANCE A floor tool for a vacuum cleaning appliance comprising a support member for supporting a cleaning element and at least one suction nozzle in communication with a conduit, wherein the conduit includes one or more plug elements that are engageable with respective sockets provided in the conduits, the plugs being removable from the sockets to provide access to the interior of the conduit. The invention therefore provides a floor tool combining suction and wipe cleaning facilities with improved maintainability for the user."
2014-0033473,FLOOR TOOL FOR A VACUUM CLEANING APPLIANCE,"A floor tool for a vacuum cleaning appliance, the floor tool comprising a main body including a suction nozzle comprising a surface engaging skirt that depends downwardly to define an outer periphery of a suction chamber having a suction chamber outlet, the surface engaging skirt including a leading edge, a trailing edge, and side edges extending between the leading edge and the trailing edge, and wherein the trailing edge depends downwardly from the suction nozzle by a first distance and the leading edge depends downwardly from the suction nozzle by a second distance that is less than the first distance so as to define a predetermined gap with a floor surface, in use.","FLOOR TOOL FOR A VACUUM CLEANING APPLIANCE A floor tool for a vacuum cleaning appliance, the floor tool comprising a main body including a suction nozzle comprising a surface engaging skirt that depends downwardly to define an outer periphery of a suction chamber having a suction chamber outlet, the surface engaging skirt including a leading edge, a trailing edge, and side edges extending between the leading edge and the trailing edge, and wherein the trailing edge depends downwardly from the suction nozzle by a first distance and the leading edge depends downwardly from the suction nozzle by a second distance that is less than the first distance so as to define a predetermined gap with a floor surface, in use."
2014-0035413,MOTOR MOUNT,"A mount for an electric motor, the mount comprising a sleeve for receiving a motor, the sleeve including plurality of elements projecting from a surface of the sleeve, wherein the plurality of elements include a vertex.","MOTOR MOUNT A mount for an electric motor, the mount comprising a sleeve for receiving a motor, the sleeve including plurality of elements projecting from a surface of the sleeve, wherein the plurality of elements include a vertex."
2014-0020206,CYLINDER VACUUM CLEANER,"A cylinder vacuum cleaner comprising a main body which is fluidly connected to a suction hose used to pull the main body forwards along a floor, and a front swivel castor for supporting the main body on the floor, the front castor comprising a frame mounted for rotation about a swivel axis and one or more wheels mounted on the frame, the hose being connected to the frame for co-rotation with the frame about the swivel axis, wherein the swivel axis is positively raked.","CYLINDER VACUUM CLEANER A cylinder vacuum cleaner comprising a main body which is fluidly connected to a suction hose used to pull the main body forwards along a floor, and a front swivel castor for supporting the main body on the floor, the front castor comprising a frame mounted for rotation about a swivel axis and one or more wheels mounted on the frame, the hose being connected to the frame for co-rotation with the frame about the swivel axis, wherein the swivel axis is positively raked."
2014-0013538,AUTONOMOUS VACUUM CLEANER,"An autonomous vacuum cleaner comprising a chassis, a traction part for supporting the vacuum cleaner on a surface, a driving part for driving the traction part and a control system configured to control the driving part to guide the vacuum cleaner across a surface to be cleaned. The vacuum cleaner further includes a cleaner head having a dirty air inlet facing the surface to be cleaned and a separating apparatus carried by the chassis and communicating with the cleaner head in order to separate debris from an airflow entering the separating apparatus via the dirty air inlet. The separating apparatus comprises a first upstream cyclone and a plurality of second cyclones arranged in parallel with one another and located downstream of the first cyclone.","AUTONOMOUS VACUUM CLEANER An autonomous vacuum cleaner comprising a chassis, a traction part for supporting the vacuum cleaner on a surface, a driving part for driving the traction part and a control system configured to control the driving part to guide the vacuum cleaner across a surface to be cleaned. The vacuum cleaner further includes a cleaner head having a dirty air inlet facing the surface to be cleaned and a separating apparatus carried by the chassis and communicating with the cleaner head in order to separate debris from an airflow entering the separating apparatus via the dirty air inlet. The separating apparatus comprises a first upstream cyclone and a plurality of second cyclones arranged in parallel with one another and located downstream of the first cyclone."
2014-0017069,FAN ASSEMBLY,"A fan assembly includes a base and a body mounted on the base for movement relative thereto between an untilted position and a tilted position. The fan assembly also includes an air outlet and an interior passage for conveying air to the air outlet, and which extends about an opening through which air from outside the fan assembly is drawn by air emitted from the air outlet. A brake and a stationary rail are disposed on the upper surface of the base, and a rail is connected to the lower surface of the body and located between the brake and the stationary rail. The brake is urged by a spring or other resilient member towards the stationary rail to urge the rail of the body against the stationary rail to maintain the body in a tilted position by means of friction between the rails.","FAN ASSEMBLY A fan assembly includes a base and a body mounted on the base for movement relative thereto between an untilted position and a tilted position. The fan assembly also includes an air outlet and an interior passage for conveying air to the air outlet, and which extends about an opening through which air from outside the fan assembly is drawn by air emitted from the air outlet. A brake and a stationary rail are disposed on the upper surface of the base, and a rail is connected to the lower surface of the body and located between the brake and the stationary rail. The brake is urged by a spring or other resilient member towards the stationary rail to urge the rail of the body against the stationary rail to maintain the body in a tilted position by means of friction between the rails."
2014-0007448,ATTACHMENT FOR A HAND HELD APPLIANCE,"A hairdryer comprises a handle, a body comprising a duct, a fluid flow path extending through the duct and from a fluid inlet through which a fluid flow enters the hairdryer to a fluid outlet for emitting the fluid flow from a front end of the body, a primary fluid flow path extending at least partially through the body from a primary fluid inlet through which a primary fluid flow enters the hairdryer to a primary fluid outlet; a fan unit for drawing the primary fluid flow through the primary fluid inlet, and wherein the fluid flow is drawn through the fluid flow path by fluid emitted from the primary fluid outlet, and an attachment for adjusting at least one parameter of fluid emitted from the hairdryer, the attachment being attachable to the hairdryer so that the attachment protrudes from the front end of the body.","ATTACHMENT FOR A HAND HELD APPLIANCE A hairdryer comprises a handle, a body comprising a duct, a fluid flow path extending through the duct and from a fluid inlet through which a fluid flow enters the hairdryer to a fluid outlet for emitting the fluid flow from a front end of the body, a primary fluid flow path extending at least partially through the body from a primary fluid inlet through which a primary fluid flow enters the hairdryer to a primary fluid outlet; a fan unit for drawing the primary fluid flow through the primary fluid inlet, and wherein the fluid flow is drawn through the fluid flow path by fluid emitted from the primary fluid outlet, and an attachment for adjusting at least one parameter of fluid emitted from the hairdryer, the attachment being attachable to the hairdryer so that the attachment protrudes from the front end of the body."
2014-0007449,ATTACHMENT FOR A HAND HELD APPLIANCE,"A hairdryer includes a handle; a body comprising a fluid outlet and a primary fluid outlet; a fan unit for generating fluid flow through the hairdryer, the hairdryer comprising a fluid flow path extending from a fluid inlet through which a fluid flow enters the hairdryer to the fluid outlet, and a primary fluid flow path extending from a primary fluid inlet to the primary fluid outlet; a heater for heating the primary fluid flow drawn through the primary fluid inlet; and a nozzle attachable to the body, the nozzle comprising a nozzle fluid inlet for receiving the primary fluid flow from the primary fluid outlet, and a nozzle fluid outlet for emitting the primary fluid flow, and wherein the nozzle is configured to inhibit the emission of the fluid flow from the fluid outlet.","ATTACHMENT FOR A HAND HELD APPLIANCE A hairdryer includes a handle; a body comprising a fluid outlet and a primary fluid outlet; a fan unit for generating fluid flow through the hairdryer, the hairdryer comprising a fluid flow path extending from a fluid inlet through which a fluid flow enters the hairdryer to the fluid outlet, and a primary fluid flow path extending from a primary fluid inlet to the primary fluid outlet; a heater for heating the primary fluid flow drawn through the primary fluid inlet; and a nozzle attachable to the body, the nozzle comprising a nozzle fluid inlet for receiving the primary fluid flow from the primary fluid outlet, and a nozzle fluid outlet for emitting the primary fluid flow, and wherein the nozzle is configured to inhibit the emission of the fluid flow from the fluid outlet."
2014-0009095,CONTROL OF A BRUSHLESS MOTOR,"A method of controlling a brushless motor that includes sensing a temperature and using the sensed temperature to define a current limit. A lower current limit is then defined for a lower sensed temperature. A winding of the motor is sequentially energised and de-energised, with the winding being de-energised when current in the winding exceeds the defined current limit.","CONTROL OF A BRUSHLESS MOTOR A method of controlling a brushless motor that includes sensing a temperature and using the sensed temperature to define a current limit. A lower current limit is then defined for a lower sensed temperature. A winding of the motor is sequentially energised and de-energised, with the winding being de-energised when current in the winding exceeds the defined current limit."
