patent_id,title,top_keywords,top_keyword_scores,title_top_keywords
2018-0085207,CLEANING APPLIANCE,piston; fluid chamber; detent; fluid fluid chamber; coupling; fluid fluid; drive; fluid; arm; chamber,0.3707; 0.2910; 0.2248; 0.2175; 0.1721; 0.1690; 0.1647; 0.1552; 0.1502; 0.1492,cleaning appliance; cleaning; appliance
2018-0076591,HAND HELD APPLIANCE,longitudinally; connector; power cable; spaced; upstanding; connectors; section; cable; rotatable connection; two,0.3251; 0.2544; 0.2303; 0.2272; 0.2240; 0.2240; 0.2186; 0.2062; 0.2062; 0.1998,hand held; held; held appliance; hand; appliance
2018-0055177,HAND HELD APPLIANCE,operated; button; major; vertex; user interface; interface; user; three; handle; further,0.3550; 0.2913; 0.2905; 0.2811; 0.2612; 0.2184; 0.2085; 0.1999; 0.1998; 0.1562,hand held; held; held appliance; hand; appliance
2018-0055181,HAND HELD APPLIANCE,power supply; supply heater; supply; wall inner wall; inner wall; wall inner; power; assembly extends; passed; heater,0.2599; 0.2420; 0.2074; 0.1931; 0.1882; 0.1852; 0.1851; 0.1837; 0.1755; 0.1680,hand held; held; held appliance; hand; appliance
2018-0055182,HAND HELD APPLIANCE,slot; protrusion; actuator; position actuator; protrusion engages; towards position; body attachment; position; engages; attachment,0.2930; 0.2855; 0.2499; 0.2471; 0.2060; 0.1892; 0.1817; 0.1676; 0.1644; 0.1439,hand held; held; held appliance; hand; appliance
2018-0055183,HANDHELD APPLIANCE,switch; button; button switch; switch switch; contact surface; arm; engage; handheld appliance; position position; position,0.3475; 0.2754; 0.2519; 0.2519; 0.2148; 0.2087; 0.2060; 0.1929; 0.1911; 0.1789,handheld appliance; handheld; appliance
2018-0055184,HANDHELD APPLIANCE,pcb; outer tube; tube; fluid flow path; extend around; flow path; housing housing; fluid flow; path; extend,0.2427; 0.2194; 0.1810; 0.1799; 0.1722; 0.1656; 0.1645; 0.1485; 0.1430; 0.1414,handheld appliance; handheld; appliance
2018-0055187,HANDHELD APPLIANCE,motor mount; radially around; mount; projections; discrete; row; recess extending; inner surface inner; around inner surface; inner,0.2422; 0.2411; 0.2248; 0.2056; 0.1971; 0.1756; 0.1711; 0.1711; 0.1711; 0.1662,handheld appliance; handheld; appliance
2018-0055212,CLEANING APPLIANCE,stem; cleaning tool; fluid reservoir; reservoir; working fluid; handle; working; tool; extending handle nozzle; stem extending handle,0.2461; 0.2381; 0.2039; 0.1834; 0.1819; 0.1687; 0.1683; 0.1563; 0.1454; 0.1454,cleaning appliance; cleaning; appliance
2018-0014706,TOOL FOR A VACUUM CLEANER,helical; helical strip; loops; strip; interior surface; duct helical; helical frame; flexible duct; frame; flexible,0.2989; 0.2971; 0.2717; 0.2533; 0.1928; 0.1928; 0.1928; 0.1865; 0.1644; 0.1267,tool vacuum; tool; vacuum cleaner; vacuum; cleaner
2018-0014707,TOOL FOR A VACUUM CLEANER,helical; helical strip; helical frame; strip; frame; loops; exterior; flexible duct; central; flexible,0.3068; 0.2789; 0.2453; 0.2378; 0.2099; 0.1979; 0.1914; 0.1914; 0.1398; 0.1301,tool vacuum; tool; vacuum cleaner; vacuum; cleaner
2018-0014708,TOOL FOR A VACUUM CLEANER,helical; helical frame; flexible duct; helical axis; helical strip; frame; loop; flexible; strip; projections,0.3038; 0.2762; 0.2672; 0.1959; 0.1959; 0.1901; 0.1896; 0.1815; 0.1671; 0.1671,tool vacuum; tool; vacuum cleaner; vacuum; cleaner
2018-0008110,VACUUM CLEANER,cleaning stage; cyclonic separating dirty; separating dirty; filter chamber; separating dirty air; elongate filter; cleaning stage elongate; stage elongate; stage elongate filter; cyclonic,0.1493; 0.1345; 0.1345; 0.1345; 0.1345; 0.1277; 0.1277; 0.1277; 0.1277; 0.1268,vacuum cleaner; vacuum; cleaner
2018-0000298,VACUUM CLEANER AND SUCTION WAND THEREFOR,suction wand; section; floor cleaning; wand; suction; mode; handle; floor; positions; section section,0.3288; 0.2920; 0.2383; 0.2379; 0.2047; 0.1873; 0.1778; 0.1757; 0.1697; 0.1532,cleaner suction; therefor; suction; wand; vacuum cleaner; vacuum; cleaner
2018-0004219,APPARATUS FOR GUIDING AN AUTONOMOUS VEHICLE TOWARDS A DOCKING STATION,fiducial; autonomous vehicle; marker; station; vehicle; docking station; autonomous; docking; image; representation,0.3617; 0.3100; 0.2930; 0.2502; 0.2502; 0.2427; 0.2368; 0.2243; 0.2134; 0.1869,towards; guiding; guiding autonomous; autonomous vehicle; towards docking; vehicle towards; station; docking; docking station; vehicle
2017-0350416,FAN ASSEMBLY,rail; stationary; tilted position; tilted; fan assembly; base; fan; friction; body tilted; assembly base body,0.3320; 0.2502; 0.1849; 0.1810; 0.1438; 0.1389; 0.1206; 0.1189; 0.1189; 0.1189,fan assembly; fan; assembly
2017-0353069,ROTOR FOR AN ELECTRICAL MACHINE,end cap; magnet; shaft; cap; magnet shaft; clearance; fit shaft; bore magnet; adhesive; magnet end,0.1715; 0.1648; 0.1648; 0.1592; 0.1589; 0.1448; 0.1325; 0.1325; 0.1257; 0.1246,rotor electrical; electrical machine; electrical; rotor; machine
2017-0340180,CLEANER HEAD FOR A VACUUM CLEANER,brush bar; bar; brush; sealing material; front opening; bristles; sealing; front; head vacuum cleaner; cleaner head,0.2008; 0.1958; 0.1874; 0.1485; 0.1444; 0.1384; 0.1212; 0.1157; 0.1038; 0.1002,cleaner; head vacuum; cleaner head; head; vacuum cleaner; vacuum
2017-0321915,HUMIDIFYING APPARATUS,reservoir; water stored reservoir; stored reservoir; inlets air; air inlets air; water; humidifying; water reservoir; air inlets; water stored,0.1831; 0.1743; 0.1743; 0.1743; 0.1743; 0.1730; 0.1687; 0.1686; 0.1686; 0.1567,humidifying
2017-0310249,METHOD FOR CONTROLLING AN ELECTRIC MOTOR,timer; motor controller; electrical energy; regenerative; controlling electric; energy; controller; motor; electric motor; electric,0.3046; 0.2972; 0.2348; 0.2303; 0.2263; 0.2163; 0.2102; 0.1961; 0.1914; 0.1601,controlling electric; electric motor; controlling; electric; motor
2017-0310255,METHOD OF DETERMINING THE ROTOR POSITION OF A PERMANENT-MAGNET MOTOR,phase; freewheeled; phase current; winding freewheeled; phase winding; parameter; saturation; start end; end freewheeling; saturation threshold,0.1956; 0.1902; 0.1773; 0.1735; 0.1680; 0.1622; 0.1557; 0.1557; 0.1557; 0.1557,determining rotor; rotor position; position permanent-magnet; position; determining; permanent-magnet motor; permanent-magnet; rotor; motor
2017-0310256,METHOD OF CONTROLLING A BRUSHLESS PERMANENT-MAGNET MOTOR,phase; phase winding; phase current; winding freewheeled; freewheeled; freewheeling; freewheeling phase winding; freewheeling phase; predetermined position; winding,0.2082; 0.1871; 0.1806; 0.1767; 0.1703; 0.1569; 0.1535; 0.1535; 0.1492; 0.1457,brushless permanent-magnet; controlling brushless; permanent-magnet; permanent-magnet motor; controlling; brushless; motor
2017-0290483,CLEANER HEAD FOR A VACUUM CLEANER,brush; brush bar; bar; drive mechanism; suction inlet; rotate; independently; suction; suction chamber; head vacuum cleaner,0.2610; 0.2390; 0.2331; 0.2231; 0.1955; 0.1858; 0.1821; 0.1780; 0.1696; 0.1525,cleaner; head vacuum; cleaner head; head; vacuum cleaner; vacuum
2017-0290484,WAND AND HOSE ASSEMBLY FOR A VACUUM CLEANER,suction hose; wand; hose; suction wand; wand hose; joint; assembly vacuum cleaner; assembly vacuum; suction; duct,0.3079; 0.2665; 0.2530; 0.2233; 0.2233; 0.2005; 0.2005; 0.1982; 0.1960; 0.1829,hose; assembly vacuum; wand; assembly; vacuum cleaner; vacuum; cleaner
2017-0280848,HAND HELD APPLIANCE,pcb; layer; fluid flow path; flow path; body comprise; path pcb; flow path pcb; layer extend; layer layer; fluid flow,0.2809; 0.2050; 0.2010; 0.1850; 0.1811; 0.1752; 0.1752; 0.1752; 0.1752; 0.1659,hand held; held; held appliance; hand; appliance
2017-0280948,HAND DRYER,air-knife; dryer; part dryer; rear part; discharge apertures; rear part dryer; downward; discharged; hand dryer; apertures,0.2357; 0.1955; 0.1765; 0.1765; 0.1765; 0.1765; 0.1621; 0.1579; 0.1545; 0.1378,hand dryer; dryer; hand
2017-0285651,MOBILE ROBOT,robot; mobile robot; mobile; vision; light source arranged; source arranged; light; light source; area; source,0.2854; 0.2668; 0.2613; 0.2203; 0.1936; 0.1854; 0.1814; 0.1683; 0.1577; 0.1408,mobile robot; mobile; robot
2017-0273421,ATTACHMENT FOR A HAND HELD APPLIANCE,diameter end; diameter; end fluid; elongate; end; fluid outlet; fluid; end end; end towards end; converge,0.3100; 0.2920; 0.2259; 0.2002; 0.1915; 0.1598; 0.1476; 0.1471; 0.1263; 0.1263,attachment hand; attachment; hand held; held; held appliance; hand; appliance
2017-0273422,ATTACHMENT FOR A HAND HELD APPLIANCE,plates; vane; extended; overlap; extend along; fluid outlet; fluid; along axis; fluid flow path; flow path,0.2339; 0.1937; 0.1888; 0.1775; 0.1733; 0.1604; 0.1586; 0.1506; 0.1492; 0.1373,attachment hand; attachment; hand held; held; held appliance; hand; appliance
2017-0273423,ATTACHMENT FOR A HAND HELD APPLIANCE,cross; vane; plates; extended; overlap; area; fluid outlet; fluid; inlet fluid outlet; fluid inlet,0.2613; 0.2367; 0.2298; 0.1856; 0.1745; 0.1718; 0.1576; 0.1515; 0.1419; 0.1345,attachment hand; attachment; hand held; held; held appliance; hand; appliance
2017-0273425,ATTACHMENT FOR A HANDHELD APPLIANCE,vane located; attachment; towards air outlet; towards air; duct having air; direction airflow; duct; located within duct; directing airflow; airflow,0.1862; 0.1777; 0.1752; 0.1752; 0.1710; 0.1674; 0.1647; 0.1642; 0.1613; 0.1584,attachment handheld; handheld appliance; handheld; attachment; appliance
2017-0273426,ATTACHMENT FOR A HANDHELD APPLIANCE,along length; duct; length; air inlet; air outlet; air; along length air; length air; inlet located end; air inlet along,0.1910; 0.1763; 0.1558; 0.1525; 0.1481; 0.1465; 0.1414; 0.1414; 0.1414; 0.1414,attachment handheld; handheld appliance; handheld; attachment; appliance
2017-0273428,ATTACHMENT FOR A HANDHELD APPLIANCE,hair engaging; casing; engaging; hair; casing position; engaging hair engaging; hair engaging hair; engaging hair; move relative; attachment casing,0.2945; 0.2235; 0.1982; 0.1781; 0.1528; 0.1528; 0.1528; 0.1478; 0.1478; 0.1478,attachment handheld; handheld appliance; handheld; attachment; appliance
2017-0273429,ATTACHMENT FOR A HANDHELD APPLIANCE,hair engaging; surface hair; engaging; external surface; casing; hair; external; engaging airflow; appliance attachment casing; attachment casing having,0.3207; 0.2185; 0.2158; 0.1897; 0.1882; 0.1865; 0.1665; 0.1416; 0.1416; 0.1416,attachment handheld; handheld appliance; handheld; attachment; appliance
2017-0273430,ATTACHMENT FOR A HANDHELD APPLIANCE,airflow outlet; hair engaging; casing hair; casing hair engaging; casing; outlet casing; engaging; airflow; hair; towards airflow,0.2844; 0.2570; 0.2184; 0.2184; 0.2132; 0.2124; 0.1729; 0.1592; 0.1554; 0.1333,attachment handheld; handheld appliance; handheld; attachment; appliance
2017-0273431,ATTACHMENT FOR A HANDHELD APPLIANCE,along length; chamber; length; air inlet; air outlet; air; length air; length air outlet; along length air; air inlet along,0.1994; 0.1658; 0.1626; 0.1592; 0.1546; 0.1529; 0.1476; 0.1476; 0.1476; 0.1476,attachment handheld; handheld appliance; handheld; attachment; appliance
2017-0265615,HAND HELD APPLIANCE,primary fluid flow; primary fluid; axial direction; fluid flow path; primary; fluid flow; flow path; enters appliance fluid; axial; flow path heater,0.1929; 0.1893; 0.1711; 0.1704; 0.1697; 0.1611; 0.1568; 0.1524; 0.1509; 0.1487,hand held; held; held appliance; hand; appliance
2017-0265698,VACUUM CLEANER HAVING A FILTER ASSEMBLY,suction motor; passageway; filter medium; medium; expelled; part air; filter; frame; filter assembly; moves,0.3137; 0.2897; 0.2821; 0.2635; 0.2154; 0.2095; 0.1978; 0.1899; 0.1844; 0.1619,cleaner having; having; filter assembly; filter; assembly; vacuum cleaner; vacuum; cleaner
2017-0231346,Hat Storage and Protection Container,component; top; bottom; container; door; rear; positioned; protection; hingedly; facilitates,0.3934; 0.3435; 0.3258; 0.3123; 0.2900; 0.2135; 0.1882; 0.1821; 0.1821; 0.1761,protection; container; storage
2017-0231449,CLEANER HEAD FOR A VACUUM CLEANER,blade; blades; deployed position; retracted position; deployed; suction inlet; retracted; position retracted; position retracted position; rear,0.2946; 0.2839; 0.2482; 0.2450; 0.2340; 0.2284; 0.2214; 0.1912; 0.1912; 0.1825,cleaner; head vacuum; cleaner head; head; vacuum cleaner; vacuum
2017-0237072,MAGNESIUM SALTS,solution; salt; dry; metal; general formula; formula; general; electrolyte; steps providing; salts,0.3829; 0.3317; 0.3071; 0.2996; 0.2056; 0.2035; 0.2035; 0.1824; 0.1555; 0.1555,salts; magnesium salts; magnesium
2017-0209008,"BRUSHBAR, CLEANER HEAD AND METHOD OF MANUFACTURE OF A BRUSHBAR",channel; strip; brushbar; feature; longitudinal direction; retaining; bottom; flexible; decreases; depth,0.3155; 0.3009; 0.2671; 0.2607; 0.2607; 0.2495; 0.2420; 0.2320; 0.1984; 0.1827,brushbar; manufacture; cleaner head; head; cleaner
2017-0209010,VACUUM CLEANING APPARATUS,dirt collector; collector; end wall; cyclonic separator; outer wall; dirt; open configuration; collector collecting; wall; collecting dirt,0.3407; 0.2441; 0.2318; 0.2039; 0.1925; 0.1883; 0.1842; 0.1842; 0.1794; 0.1727,vacuum cleaning; cleaning; vacuum
2017-0209011,SEPARATING APPARATUS AND VACUUM CLEANER,separating unit; cyclonic separating unit; screen; separator axis; cyclonic separating; cyclonic; wipe; parallel separator; parallel separator axis; separating,0.2466; 0.2460; 0.2380; 0.2236; 0.2041; 0.2011; 0.2002; 0.1864; 0.1864; 0.1796,separating vacuum; separating; vacuum cleaner; vacuum; cleaner
2017-0209012,VACUUM CLEANER,cyclonic separator; separator; cyclonic; catch; release catch; openable; longitudinal direction; moved position; end wall; screen,0.2744; 0.2139; 0.2132; 0.2069; 0.2042; 0.2042; 0.1875; 0.1875; 0.1715; 0.1691,vacuum cleaner; vacuum; cleaner
2017-0209014,DOMESTIC APPLIANCE AND PART THEREOF,trigger; active; switch; domestic appliance; domestic; position; state; selectively connecting; part domestic appliance; part domestic,0.3805; 0.2934; 0.2722; 0.2610; 0.2440; 0.2057; 0.2006; 0.1710; 0.1710; 0.1710,domestic appliance; domestic; appliance
2017-0209875,CYCLONIC SEPARATION APPARATUS,outer wall inner; wall inner wall; inner wall; wall inner; outer wall; wall; cyclonic separation; cyclonic; inner; outer,0.2836; 0.2768; 0.2698; 0.2655; 0.2516; 0.2469; 0.2468; 0.2385; 0.2325; 0.2040,separation; cyclonic
2017-0164707,HAIR STYLING APPLIANCE,heating plate; plate; heating; appliance heating; groove; width; hair styling appliance; styling appliance; hair styling; styling,0.4298; 0.3310; 0.2746; 0.2694; 0.2231; 0.2126; 0.1945; 0.1930; 0.1719; 0.1703,styling appliance; hair styling; styling; hair; appliance
2017-0164709,HAND HELD APPLIANCE,thermal; heater; electrically; fluid; fluid flow; fluid flow path; circuit; via; fluid outlet; flow fluid inlet,0.2558; 0.2525; 0.1741; 0.1733; 0.1485; 0.1451; 0.1444; 0.1437; 0.1372; 0.1343,hand held; held; held appliance; hand; appliance
2017-0164710,MOTOR AND A HAIR CARE APPLIANCE COMPRISING A MOTOR,appliance motor; blades; impeller housing; impeller; groove; axial; frame; care appliance; hair care appliance; hair care,0.2350; 0.1896; 0.1866; 0.1852; 0.1813; 0.1645; 0.1506; 0.1506; 0.1506; 0.1488,motor; care appliance; hair care; care; hair; appliance
2017-0164711,MOTOR AND A HANDHELD DEVICE HAVING A MOTOR,frame; bobbin; stator; inner wall outer; wall outer; wall outer wall; stator assembly; inner wall; wall; rotor assembly,0.1679; 0.1678; 0.1658; 0.1537; 0.1466; 0.1466; 0.1466; 0.1346; 0.1346; 0.1338,motor handheld; having motor; motor; having; handheld
2017-0170693,STATOR ASSEMBLY,bobbin; pole; c-shaped stator; c-shaped; arms extending; stator; arms; slot; c-shaped stator core; assembly bobbin,0.3318; 0.2975; 0.2721; 0.2646; 0.2393; 0.2237; 0.2236; 0.2022; 0.1930; 0.1930,stator assembly; stator; assembly
2017-0170697,ELECTRIC MOTOR,bobbin; stator; stator assembly; frame; recess; electric motor; electric; electric motor frame; stator assembly stator; c-shaped stator,0.3298; 0.2990; 0.2882; 0.2662; 0.2345; 0.2287; 0.1913; 0.1843; 0.1843; 0.1783,electric motor; electric; motor
2017-0170709,ELECTRIC MOTOR,wall defines; inner wall; wall outer; wall outer wall; inner wall defines; outer wall; inner wall outer; wall; inner; outer,0.2157; 0.2080; 0.2072; 0.2072; 0.1973; 0.1940; 0.1910; 0.1867; 0.1792; 0.1682,electric motor; electric; motor
2017-0170758,DETERMINING THE PARKED POSITION OF A PERMANENT-MAGNET MOTOR,parameter; phase winding; phase; applying voltage; measuring parameter; determining; winding; permanent-magnet motor; permanent-magnet; measuring,0.3155; 0.2362; 0.2227; 0.2060; 0.2010; 0.1867; 0.1839; 0.1767; 0.1709; 0.1645,position permanent-magnet; position; determining; permanent-magnet; permanent-magnet motor; motor
2017-0159907,LIGHTING DEVICE,lighting; auxiliary; reflective; light; thereon; reflective surface; optical; module; baffle; opening,0.2964; 0.2771; 0.2607; 0.2250; 0.2235; 0.2235; 0.1937; 0.1931; 0.1851; 0.1682,lighting
2017-0150796,HAND HELD APPLIANCE,outer wall inner; feature; wall inner; inner; inner wall; outer wall; wall towards; wall inner wall; inner surface; wall,0.2233; 0.2207; 0.2091; 0.2078; 0.2043; 0.2039; 0.1939; 0.1917; 0.1917; 0.1887,hand held; held; held appliance; hand; appliance
2017-0150797,HAND HELD APPLIANCE,feature; inner surface; outer wall; locking; engaging; chassis; surface outer; comprise; rib; outer,0.3236; 0.2099; 0.2071; 0.2033; 0.2007; 0.1928; 0.1805; 0.1757; 0.1714; 0.1679,hand held; held; held appliance; hand; appliance
2017-0150798,HAND HELD APPLIANCE,directing; primary fluid flow; primary fluid; plate; fluid flow path; longitudinal axis; guide; surfaces; longitudinal; primary,0.1762; 0.1762; 0.1729; 0.1698; 0.1653; 0.1630; 0.1599; 0.1569; 0.1563; 0.1550,hand held; held; held appliance; hand; appliance
2017-0138374,FAN WITH A FILTER,created; mouth; air flow; fan; air flow nozzle; flow nozzle; air current; creating air; flow; current described,0.1469; 0.1389; 0.1233; 0.1207; 0.1158; 0.1151; 0.1127; 0.1099; 0.1031; 0.1017,filter; fan
2017-0127895,CLEANER HEAD,collector; respect main; respect main body; respect; collecting; main body; main; hair; cleaner head; supported,0.2652; 0.2206; 0.2206; 0.1767; 0.1733; 0.1712; 0.1657; 0.1653; 0.1568; 0.1555,cleaner head; head; cleaner
2017-0127898,Telescopic Wand for a Vacuum Cleaner,tube; outer tube; inner tube; unlock; projections; catch; pull; unlock position; telescopic wand; wand vacuum cleaner,0.2629; 0.2582; 0.2347; 0.2271; 0.2001; 0.1919; 0.1894; 0.1894; 0.1894; 0.1832,telescopic wand; telescopic; wand vacuum; wand; vacuum cleaner; vacuum; cleaner
2017-0127899,TELESCOPIC WAND FOR A VACUUM CLEANER,catch; tube; inner tube; outer tube; unlock; lock; telescopic wand; lock position; relative outer; unlock position,0.3030; 0.2875; 0.2847; 0.2754; 0.2215; 0.2058; 0.1847; 0.1847; 0.1847; 0.1847,telescopic wand; telescopic; wand vacuum; wand; vacuum cleaner; vacuum; cleaner
2017-0112255,HAND HELD APPLIANCE,inner wall; inner; comprise; two arms; wall; fluid; housing; fluid outlet; arms; arm,0.2165; 0.1866; 0.1808; 0.1763; 0.1621; 0.1463; 0.1461; 0.1435; 0.1396; 0.1283,hand held; held; held appliance; hand; appliance
2017-0112256,HAND HELD APPLIANCE,end heater; fuse; downstream end heater; downstream end; heater; heater heater; thermal; extend partially; fluid flow path; flow path,0.2640; 0.2629; 0.2473; 0.2278; 0.2221; 0.2123; 0.2098; 0.1713; 0.1475; 0.1358,hand held; held; held appliance; hand; appliance
2017-0112257,HAND HELD APPLIANCE,ion; producing; extends along; heater; electrode; periphery; axis part; end heater; extend along; external,0.3285; 0.2883; 0.2718; 0.2500; 0.2353; 0.2295; 0.2032; 0.1929; 0.1929; 0.1749,hand held; held; held appliance; hand; appliance
2017-0112258,HAND HELD APPLIANCE,plurality projections; projections; sleeve; sleeve plurality; end end; mount; along longitudinal axis; along longitudinal; longitudinal axis; longitudinal,0.2914; 0.2641; 0.2615; 0.1944; 0.1714; 0.1713; 0.1664; 0.1623; 0.1567; 0.1502,hand held; held; held appliance; hand; appliance
2017-0108010,FAN,duct; body air; guide; air; having air inlet; annular; air inlet; having air; inlet body; duct guiding,0.1448; 0.1232; 0.1179; 0.1170; 0.1088; 0.1077; 0.1070; 0.1048; 0.0992; 0.0992,fan
2017-0108011,FAN,air inlet duct; located beneath; beneath; duct; inlet duct; air; having air inlet; air inlet; having air; cavity,0.1547; 0.1547; 0.1327; 0.1324; 0.1271; 0.1122; 0.1064; 0.1047; 0.1025; 0.0984,fan
2017-0092995,METHOD OF MANUFACTURING AN ELECTROCHEMICAL CELL,cell; electrochemical cell; electrochemical; electrolyte; gel; solution; temperature; manufacturing; electrode; casing,0.3455; 0.3345; 0.3229; 0.3026; 0.2787; 0.2734; 0.2696; 0.2175; 0.1997; 0.1900,electrochemical cell; manufacturing; electrochemical; cell
2017-0079401,ATTACHMENT FOR A HAND HELD APPLIANCE,primary fluid; hairdryer; front end body; primary; front end; end body; hairdryer attachment; enters hairdryer; flow enters hairdryer; primary fluid flow,0.1740; 0.1711; 0.1622; 0.1559; 0.1550; 0.1550; 0.1391; 0.1346; 0.1346; 0.1333,attachment hand; attachment; hand held; held; held appliance; hand; appliance
2017-0079489,VACUUM CLEANER,handle end; cyclonic separating unit; separating unit; cyclonic separating; handle; cyclonic; end; separating; extend away; cleaner handle vacuum,0.2593; 0.2519; 0.2416; 0.2090; 0.1837; 0.1837; 0.1798; 0.1594; 0.1583; 0.1583,vacuum cleaner; vacuum; cleaner
2017-0079490,VACUUM CLEANER,separator axis; inlet duct; cyclonic separating unit; separating unit; separator; duct; cyclonic separating; axis substantially; cleaner handle vacuum; parallel separator axis,0.2512; 0.2487; 0.1969; 0.1888; 0.1785; 0.1681; 0.1633; 0.1533; 0.1533; 0.1533,vacuum cleaner; vacuum; cleaner
2017-0079491,VACUUM CLEANER,dirt collector; cyclonic separating unit; separating unit; cyclonic separating; degrees; collector; cyclonic; configuration; dirt; handle,0.2509; 0.2366; 0.2269; 0.1963; 0.1959; 0.1798; 0.1725; 0.1624; 0.1589; 0.1578,vacuum cleaner; vacuum; cleaner
2017-0079493,CLEANER HEAD,lateral; cleaner head body; head body; rear; flexible; cleaner head; portions; cleaner head cleaner; head cleaner head; head cleaner,0.2999; 0.2691; 0.2604; 0.2310; 0.2193; 0.2184; 0.2159; 0.1901; 0.1888; 0.1888,cleaner head; head; cleaner
2017-0079495,HANDLE ASSEMBLY FOR A VACUUM CLEANER,bleed; cover; valve; valve assembly; handle assembly vacuum; aperture valve; aperture; cleaner handle; vacuum cleaner handle; duct,0.2381; 0.2283; 0.2221; 0.1981; 0.1981; 0.1864; 0.1846; 0.1747; 0.1747; 0.1707,handle assembly; assembly vacuum; handle; assembly; vacuum cleaner; vacuum; cleaner
2017-0071432,HANDLE ASSEMBLY FOR A VACUUM CLEANER,duct duct; arcuate; duct; handle assembly vacuum; relative duct; duct assembly; ducts; assembly duct; cleaner handle; vacuum cleaner handle,0.2849; 0.2771; 0.2422; 0.2376; 0.2299; 0.2299; 0.2182; 0.2182; 0.2095; 0.2095,handle assembly; assembly vacuum; handle; assembly; vacuum cleaner; vacuum; cleaner
2017-0071433,HANDLE ASSEMBLY FOR A VACUUM CLEANER,duct duct; handle assembly vacuum; duct assembly; duct; assembly duct; cleaner handle; vacuum cleaner handle; pivot axis; handle assembly; assembly vacuum cleaner,0.3011; 0.2511; 0.2430; 0.2387; 0.2306; 0.2215; 0.2215; 0.2141; 0.2141; 0.2028,handle assembly; assembly vacuum; handle; assembly; vacuum cleaner; vacuum; cleaner
2017-0055790,UPRIGHT VACUUM CLEANER,air duct; upright vacuum cleaner; stored; suction wand; upright vacuum; wand; upright; dirty air; separating; dirty,0.2406; 0.2174; 0.2117; 0.2078; 0.2078; 0.1864; 0.1656; 0.1600; 0.1563; 0.1562,upright vacuum; upright; vacuum cleaner; vacuum; cleaner
2017-0023228,LIGHT FIXTURE,light; light source; fixture; fins; source; heat; source light; areas; mass; light emitting,0.3777; 0.3544; 0.3520; 0.3171; 0.2966; 0.2522; 0.1936; 0.1821; 0.1821; 0.1821,light; fixture
2017-0006991,NOZZLE,sections; air outlet end; outlet end; towards air; towards air outlet; internal surface; airflow towards; guiding; opposing; internal,0.2544; 0.2444; 0.2328; 0.2104; 0.2104; 0.1972; 0.1828; 0.1764; 0.1746; 0.1652,nozzle
2017-0008679,HUMIDIFYING APPARATUS,cap; container; water; apertures; open; assembly; water interior; valve moveable; respect direction; assembly valve,0.4681; 0.2468; 0.2410; 0.2357; 0.1917; 0.1871; 0.1783; 0.1783; 0.1725; 0.1725,humidifying
2017-0010010,HUMIDIFYING APPARATUS,humidifying; water; water tank; tank; water chamber; humidifying humidifying; duct conveying; chamber; base; air flow,0.2273; 0.2193; 0.1959; 0.1941; 0.1897; 0.1688; 0.1667; 0.1604; 0.1424; 0.1352,humidifying
2017-0010011,HUMIDIFYING APPARATUS,humidifying; water; water tank; tank; water chamber; raised; humidifying humidifying; duct conveying; chamber; mounted base,0.2190; 0.1975; 0.1888; 0.1871; 0.1828; 0.1789; 0.1627; 0.1607; 0.1444; 0.1426,humidifying
2016-0367003,DIFFUSER,projections; set; grille; projections arranged; diffuser; emitting part; air towards; emitting part airflow; part airflow; arranged emit air,0.3159; 0.2221; 0.1978; 0.1900; 0.1802; 0.1787; 0.1787; 0.1787; 0.1745; 0.1745,diffuser
2016-0367004,DIFFUSER,air inlet end; baffle; inlet end; inlet end air; air chamber; end air outlet; end air; air outlet end; outlet end; grille,0.2439; 0.2199; 0.2144; 0.2073; 0.2073; 0.2016; 0.1889; 0.1889; 0.1799; 0.1799,diffuser
2016-0367005,DIFFUSER,air chamber; diffuser; baffle; air outlets; outlets; wall; dryer grille; airflow diffuser; grille having plurality; wall surrounds,0.2605; 0.2061; 0.1799; 0.1468; 0.1355; 0.1306; 0.1283; 0.1283; 0.1283; 0.1283,diffuser
2016-0367006,DIFFUSER,grille; diffuser; external; airflow diffuser; grille having plurality; part airflow diffuser; diffuser air inlet; having plurality air; diffuser diffuser air; diffuser air,0.3128; 0.2850; 0.2019; 0.1774; 0.1774; 0.1774; 0.1717; 0.1717; 0.1717; 0.1717,diffuser
2016-0367007,DIFFUSER,grille; air outlets; outlets; region; plurality air outlets; diffuser; plurality air; set; hair dryer grille; dryer grille,0.3029; 0.2852; 0.2631; 0.2397; 0.1978; 0.1959; 0.1907; 0.1720; 0.1511; 0.1511,diffuser
2016-0367008,DIFFUSER,air outlet end; outlet end; inlet end air; end air outlet; ribs; air inlet end; end air; baffle; inlet end; diffuser,0.2602; 0.2478; 0.2303; 0.2240; 0.2186; 0.2186; 0.2099; 0.1972; 0.1922; 0.1822,diffuser
2016-0345791,METHOD OF CONTROLLING A MOBILE ROBOT,mobile robot; mobile; robot; controlling mobile robot; controlling mobile; monitoring; detect; associated; mobile robot controlling; robot controlling,0.3670; 0.3594; 0.3356; 0.3192; 0.3192; 0.2909; 0.2697; 0.2381; 0.1949; 0.1949,controlling mobile; mobile robot; mobile; controlling; robot
